"time","Umidade"
1747595899960,59.36
1747595899960,59.36
1747595967277,59.34
1747595967279,59.34
1747596034599,59.28
1747596034599,59.28
1747596169228,59.14
1747596169228,59.14
1747596236553,59.04
1747596236556,59.04
1747596303877,59.03
1747596303877,59.03
1747596371197,59.05
1747596371198,59.05
1747596438514,59.09
1747596438515,59.09
1747596505827,59.05
1747596505828,59.05
1747596573141,59.07
1747596573141,59.07
1747596640462,59.08
1747596640462,59.08
1747596707813,59.09
1747596707814,59.09
1747596775127,59.08
1747596775127,59.08
1747596842445,59.12
1747596842447,59.12
1747596909761,59.13
1747596909762,59.13
1747596977750,59.09
1747596977750,59.09
1747597044404,59
1747597044405,59
1747597111715,58.97
1747597111721,58.97
1747597179280,58.96
1747597179280,58.96
1747597246373,58.95
1747597246375,58.95
1747597313662,58.97
1747597313663,58.97
1747597380979,58.93
1747597380979,58.93
1747597515614,58.95
1747597515614,58.95
1747597582930,58.96
1747597582930,58.96
1747597650264,58.94
1747597650264,58.94
1747597717572,58.94
1747597717572,58.94
1747597783963,58.89
1747597783963,58.89
1747597851271,58.91
1747597851271,58.91
1747597918589,58.89
1747597918590,58.89
1747597985909,58.9
1747597985909,58.9
1747598053230,58.9
1747598053230,58.9
1747598120544,58.88
1747598120544,58.88
1747598194138,58.89
1747598194138,58.89
1747598261466,58.89
1747598261466,58.89
1747598328784,58.93
1747598328784,58.93
1747598396960,58.87
1747598396960,58.87
1747598463411,58.91
1747598463412,58.91
1747598530723,58.93
1747598530724,58.93
1747598598410,58.91
1747598598420,58.91
1747598665361,58.92
1747598665361,58.92
1747598732683,58.97
1747598732683,58.97
1747598799989,58.99
1747598799989,58.99
1747598867318,58.98
1747598867320,58.98
1747598934627,58.98
1747598934627,58.98
1747599001944,58.95
1747599001944,58.95
1747599069257,58.97
1747599069257,58.97
1747599136576,58.97
1747599136577,58.97
1747599203883,59
1747599203884,59
1747599271206,58.97
1747599271206,58.97
1747599338519,58.99
1747599338519,58.99
1747599405839,59.01
1747599405839,59.01
1747599473157,59.03
1747599473157,59.03
1747599540643,59.02
1747599540644,59.02
1747599607783,59
1747599607783,59
1747599675107,59
1747599675108,59
1747599742422,58.99
1747599742423,58.99
1747599809737,58.97
1747599809737,58.97
1747599877540,58.97
1747599877540,58.97
1747599944369,59.01
1747599944369,59.01
1747600011681,59.03
1747600011681,59.03
1747600079600,59.01
1747600079600,59.01
1747600146318,58.98
1747600146318,58.98
1747600213635,58.98
1747600213635,58.98
1747600280976,59
1747600280976,59
1747600348318,59.01
1747600348331,59.01
1747600415634,59
1747600415636,59
1747600482936,58.99
1747600482936,58.99
1747600550258,58.99
1747600550259,58.99
1747600617569,59
1747600617569,59
1747600684885,59
1747600684885,59
1747600752207,59
1747600752207,59
1747600819522,59.04
1747600819522,59.04
1747600886835,59.03
1747600886835,59.03
1747601021466,58.97
1747601021466,58.97
1747601088780,59.04
1747601088780,59.04
1747601156101,59.04
1747601156101,59.04
1747601223416,59.12
1747601223416,59.12
1747601290732,59.14
1747601290732,59.14
1747601358480,59.13
1747601358480,59.13
1747601425363,59.13
1747601425363,59.13
1747601559997,59.08
1747601560000,59.08
1747601627316,59.07
1747601627316,59.07
1747601694632,59.07
1747601694632,59.07
1747601761954,59.07
1747601761955,59.07
1747601829264,59.04
1747601829265,59.04
1747601896581,59.07
1747601896581,59.07
1747601963899,59.09
1747601963899,59.09
1747602031211,59.12
1747602031212,59.12
1747602098526,59.18
1747602098526,59.18
1747602165850,59.19
1747602165850,59.19
1747602233174,59.21
1747602233174,59.21
1747602300625,59.18
1747602300625,59.18
1747602435124,59.26
1747602435124,59.26
1747602501511,59.24
1747602501511,59.24
1747602568823,59.21
1747602568823,59.21
1747602636144,59.25
1747602636144,59.25
1747602703464,59.28
1747602703465,59.28
1747602770771,59.37
1747602770771,59.37
1747602838890,59.34
1747602838890,59.34
1747602905419,59.35
1747602905419,59.35
1747602972727,59.34
1747602972727,59.34
1747603040540,59.35
1747603040560,59.35
1747603107360,59.36
1747603107360,59.36
1747603174682,59.33
1747603174682,59.33
1747603242300,59.41
1747603242300,59.41
1747603309314,59.39
1747603309314,59.39
1747603376636,59.39
1747603376637,59.39
1747603443955,59.49
1747603443955,59.49
1747603511275,59.44
1747603511275,59.44
1747603578589,59.41
1747603578590,59.41
1747603645903,59.48
1747603645903,59.48
1747603713224,59.45
1747603713224,59.45
1747603780538,59.38
1747603780542,59.38
1747603847856,59.38
1747603847858,59.38
1747603915178,59.39
1747603915178,59.39
1747603982493,59.54
1747603982493,59.54
1747604049840,59.54
1747604049840,59.54
1747604117148,59.48
1747604117149,59.48
1747604184472,59.42
1747604184472,59.42
1747604251794,59.48
1747604251795,59.48
1747604319113,59.49
1747604319113,59.49
1747604386425,59.39
1747604386425,59.39
1747604453741,59.38
1747604453741,59.38
1747604521246,59.47
1747604521246,59.47
1747604588380,59.42
1747604588380,59.42
1747604723160,59.43
1747604723160,59.43
1747604790331,59.35
1747604790331,59.35
1747604857638,59.37
1747604857638,59.37
1747604924956,59.42
1747604924956,59.42
1747604992275,59.42
1747604992276,59.42
1747605059592,59.37
1747605059593,59.37
1747605126906,59.44
1747605126906,59.44
1747605194224,59.38
1747605194224,59.38
1747605261552,59.33
1747605261554,59.33
1747605328860,59.29
1747605328860,59.29
1747605396173,59.27
1747605396173,59.27
1747605463494,59.3
1747605463495,59.3
1747605530812,59.31
1747605530816,59.31
1747605598124,59.31
1747605598124,59.31
1747605665449,59.37
1747605665449,59.37
1747605732760,59.41
1747605732761,59.41
1747605800830,59.41
1747605800830,59.41
1747605867394,59.3
1747605867395,59.3
1747605934706,59.29
1747605934706,59.29
1747606002290,59.27
1747606002310,59.27
1747606069343,59.25
1747606069343,59.25
1747606136661,59.23
1747606136663,59.23
1747606203978,59.26
1747606203978,59.26
1747606271301,59.26
1747606271301,59.26
1747606338620,59.21
1747606338621,59.21
1747606405939,59.21
1747606405939,59.21
1747606473248,59.28
1747606473248,59.28
1747606607887,59.25
1747606607887,59.25
1747606675208,59.26
1747606675208,59.26
1747606742517,59.29
1747606742520,59.29
1747606809836,59.29
1747606809836,59.29
1747606876224,59.28
1747606876224,59.28
1747606943540,59.3
1747606943540,59.3
1747607010854,59.24
1747607010854,59.24
1747607078172,59.2
1747607078172,59.2
1747607145501,59.2
1747607145501,59.2
1747607212797,59.26
1747607212800,59.26
1747607280126,59.26
1747607280126,59.26
1747607347458,59.27
1747607347460,59.27
1747607414754,59.2
1747607414755,59.2
1747607482680,59.21
1747607482700,59.21
1747607549381,59.21
1747607549381,59.21
1747607616703,59.2
1747607616703,59.2
1747607684520,59.23
1747607684520,59.23
1747607751363,59.26
1747607751363,59.26
1747607818685,59.29
1747607818686,59.29
1747607886000,59.27
1747607886100,59.27
1747607953317,59.26
1747607953318,59.26
1747608020636,59.28
1747608020637,59.28
1747608087958,59.24
1747608087962,59.24
1747608155299,59.27
1747608155299,59.27
1747608222610,59.35
1747608222610,59.35
1747608289928,59.29
1747608289929,59.29
1747608357249,59.33
1747608357249,59.33
1747608424556,59.28
1747608424556,59.28
1747608491896,59.25
1747608491897,59.25
1747608559194,59.27
1747608559194,59.27
1747608626511,59.26
1747608626511,59.26
1747608693827,59.21
1747608693827,59.21
1747608761143,59.24
1747608761143,59.24
1747608828466,59.24
1747608828468,59.24
1747608895767,59.24
1747608895770,59.24
1747608963100,59.28
1747608963100,59.28
1747609030411,59.26
1747609030411,59.26
1747609097721,59.24
1747609097721,59.24
1747609165380,59.18
1747609165390,59.18
1747609232355,59.17
1747609232355,59.17
1747609299672,59.22
1747609299673,59.22
1747609366983,59.22
1747609366984,59.22
1747609434306,59.21
1747609434307,59.21
1747609501620,59.2
1747609501621,59.2
1747609568947,59.22
1747609568950,59.22
1747609636254,59.21
1747609636254,59.21
1747609703569,59.22
1747609703570,59.22
1747609770888,59.22
1747609770888,59.22
1747609838205,59.24
1747609838205,59.24
1747609905525,59.26
1747609905525,59.26
1747609972832,59.22
1747609972832,59.22
1747610040156,59.24
1747610040156,59.24
1747610107476,59.2
1747610107476,59.2
1747610174792,59.14
1747610174793,59.14
1747610242102,59.21
1747610242102,59.21
1747610309429,59.2
1747610309431,59.2
1747610376738,59.2
1747610376738,59.2
1747610444640,59.26
1747610444640,59.26
1747610511374,59.2
1747610511374,59.2
1747610578694,59.19
1747610578694,59.19
1747610713325,59.17
1747610713325,59.17
1747610780648,59.18
1747610780648,59.18
1747610847960,59.13
1747610847960,59.13
1747610915283,59.19
1747610915283,59.19
1747610982591,59.17
1747610982591,59.17
1747611049904,59.15
1747611049906,59.15
1747611117233,59.16
1747611117233,59.16
1747611184546,59.21
1747611184546,59.21
1747611250930,59.2
1747611250930,59.2
1747611318259,59.22
1747611318259,59.22
1747611385601,59.19
1747611385601,59.19
1747611452915,59.2
1747611452915,59.2
1747611520251,59.19
1747611520251,59.19
1747611587541,59.23
1747611587542,59.23
1747611661141,59.24
1747611661141,59.24
1747611728459,59.25
1747611728460,59.25
1747611795772,59.31
1747611795772,59.31
1747611863100,59.31
1747611863100,59.31
1747611997726,59.24
1747611997726,59.24
1747612065440,59.33
1747612065440,59.33
1747612132367,59.29
1747612132367,59.29
1747612199681,59.35
1747612199681,59.35
1747612267200,59.31
1747612267300,59.31
1747612334328,59.25
1747612334329,59.25
1747612401642,59.3
1747612401643,59.3
1747612468952,59.27
1747612468952,59.27
1747612536265,59.32
1747612536267,59.32
1747612603590,59.28
1747612603592,59.28
1747612670901,59.27
1747612670903,59.27
1747612738219,59.3
1747612738221,59.3
1747612805552,59.31
1747612805553,59.31
1747612872853,59.25
1747612872854,59.25
1747612940167,59.31
1747612940168,59.31
1747613007494,59.3
1747613007494,59.3
1747613074801,59.29
1747613074801,59.29
1747613142121,59.31
1747613142122,59.31
1747613209436,59.24
1747613209436,59.24
1747613276751,59.32
1747613276751,59.32
1747613344640,59.28
1747613344640,59.28
1747613478702,59.27
1747613478702,59.27
1747613546150,59.29
1747613546150,59.29
1747613613334,59.32
1747613613334,59.32
1747613680656,59.29
1747613680656,59.29
1747613747976,59.29
1747613747976,59.29
1747613815283,59.3
1747613815283,59.3
1747613882597,59.24
1747613882597,59.24
1747613949918,59.28
1747613949918,59.28
1747614017244,59.37
1747614017246,59.37
1747614084552,59.29
1747614084552,59.29
1747614151878,59.26
1747614151878,59.26
1747614219189,59.24
1747614219189,59.24
1747614286500,59.24
1747614286501,59.24
1747614353826,59.27
1747614353827,59.27
1747614421140,59.24
1747614421140,59.24
1747614488454,59.22
1747614488454,59.22
1747614555770,59.32
1747614555773,59.32
1747614623890,59.28
1747614623900,59.28
1747614690404,59.32
1747614690404,59.32
1747614757725,59.32
1747614757725,59.32
1747614825350,59.31
1747614825360,59.31
1747614892358,59.31
1747614892361,59.31
1747614959665,59.28
1747614959666,59.28
1747615027170,59.31
1747615027170,59.31
1747615094327,59.27
1747615094327,59.27
1747615161651,59.29
1747615161651,59.29
1747615228966,59.27
1747615228967,59.27
1747615296291,59.3
1747615296291,59.3
1747615363601,59.31
1747615363601,59.31
1747615430927,59.28
1747615430927,59.28
1747615498240,59.31
1747615498240,59.31
1747615565558,59.3
1747615565558,59.3
1747615632875,59.31
1747615632876,59.31
1747615700200,59.3
1747615700200,59.3
1747615767506,59.32
1747615767507,59.32
1747615834819,59.31
1747615834819,59.31
1747615902147,59.29
1747615902147,59.29
1747615968525,59.31
1747615968526,59.31
1747616103168,59.32
1747616103168,59.32
1747616170490,59.35
1747616170491,59.35
1747616237805,59.33
1747616237805,59.33
1747616305128,59.34
1747616305128,59.34
1747616372439,59.38
1747616372439,59.38
1747616439746,59.34
1747616439748,59.34
1747616507680,59.33
1747616507690,59.33
1747616574395,59.37
1747616574395,59.37
1747616641869,59.37
1747616641869,59.37
1747616709200,59.4
1747616709200,59.4
1747616776333,59.36
1747616776333,59.36
1747616843656,59.4
1747616843656,59.4
1747616910975,59.34
1747616910975,59.34
1747616978287,59.41
1747616978288,59.41
1747617045617,59.42
1747617045617,59.42
1747617112920,59.43
1747617112920,59.43
1747617180342,59.41
1747617180342,59.41
1747617247544,59.4
1747617247545,59.4
1747617314869,59.42
1747617314869,59.42
1747617382194,59.38
1747617382195,59.38
1747617449497,59.44
1747617449497,59.44
1747617516814,59.43
1747617516814,59.43
1747617584128,59.44
1747617584128,59.44
1747617651449,59.43
1747617651449,59.43
1747617718760,59.41
1747617718760,59.41
1747617786840,59.44
1747617786840,59.44
1747617853395,59.42
1747617853395,59.42
1747617920713,59.46
1747617920713,59.46
1747617988330,59.45
1747617988330,59.45
1747618055358,59.46
1747618055359,59.46
1747618122670,59.47
1747618122670,59.47
1747618189988,59.48
1747618189988,59.48
1747618257299,59.47
1747618257300,59.47
1747618324626,59.47
1747618324626,59.47
1747618391934,59.49
1747618391934,59.49
1747618459247,59.51
1747618459248,59.51
1747618526576,59.46
1747618526577,59.46
1747618593888,59.5
1747618593888,59.5
1747618661233,59.48
1747618661233,59.48
1747618728542,59.49
1747618728542,59.49
1747618795857,59.52
1747618795857,59.52
1747618863181,59.45
1747618863182,59.45
1747618930492,59.53
1747618930492,59.53
1747618997809,59.52
1747618997809,59.52
1747619065133,59.49
1747619065134,59.49
1747619132442,59.52
1747619132442,59.52
1747619199764,59.56
1747619199764,59.56
1747619267830,59.57
1747619267830,59.57
1747619334396,59.51
1747619334397,59.51
1747619401918,59.55
1747619401918,59.55
1747619469320,59.54
1747619469330,59.54
1747619536370,59.51
1747619536370,59.51
1747619671100,59.58
1747619671100,59.58
1747619738309,59.58
1747619738310,59.58
1747619805630,59.58
1747619805633,59.58
1747619872963,59.58
1747619872963,59.58
1747619940343,59.56
1747619940343,59.56
1747620007572,59.57
1747620007572,59.57
1747620074892,59.57
1747620074892,59.57
1747620142219,59.59
1747620142219,59.59
1747620209535,59.59
1747620209539,59.59
1747620276871,59.57
1747620276871,59.57
1747620343245,59.59
1747620343245,59.59
1747620410540,59.6
1747620410540,59.6
1747620477878,59.6
1747620477878,59.6
1747620545195,59.62
1747620545195,59.62
1747620612520,59.6
1747620612521,59.6
1747620679813,59.64
1747620679813,59.64
1747620747119,59.59
1747620747119,59.59
1747620814446,59.64
1747620814447,59.64
1747620881759,59.59
1747620881759,59.59
1747621016394,59.59
1747621016400,59.59
1747621083705,59.57
1747621083706,59.57
1747621151300,59.61
1747621151300,59.61
1747621218335,59.62
1747621218335,59.62
1747621285667,59.59
1747621285667,59.59
1747621420299,59.66
1747621420299,59.66
1747621487615,59.63
1747621487615,59.63
1747621554928,59.62
1747621554928,59.62
1747621622246,59.59
1747621622246,59.59
1747621689562,59.59
1747621689562,59.59
1747621756891,59.62
1747621756892,59.62
1747621824208,59.65
1747621824208,59.65
1747621891552,59.65
1747621891553,59.65
1747621958837,59.65
1747621958839,59.65
1747622026160,59.63
1747622026160,59.63
1747622093510,59.63
1747622093510,59.63
1747622160847,59.69
1747622160847,59.69
1747622228113,59.65
1747622228114,59.65
1747622295435,59.66
1747622295435,59.66
1747622362760,59.68
1747622362760,59.68
1747622430820,59.68
1747622430820,59.68
1747622497410,59.7
1747622497410,59.7
1747622564714,59.68
1747622564714,59.68
1747622632350,59.67
1747622632350,59.67
1747622699344,59.66
1747622699345,59.66
1747622766668,59.69
1747622766668,59.69
1747622833985,59.69
1747622833985,59.69
1747622901300,59.66
1747622901300,59.66
1747622968621,59.68
1747622968621,59.68
1747623035926,59.67
1747623035927,59.67
1747623103251,59.68
1747623103251,59.68
1747623170567,59.66
1747623170570,59.66
1747623237887,59.67
1747623237891,59.67
1747623305205,59.68
1747623305206,59.68
1747623372519,59.68
1747623372519,59.68
1747623439831,59.7
1747623439831,59.7
1747623507148,59.63
1747623507149,59.63
1747623574466,59.65
1747623574466,59.65
1747623641783,59.66
1747623641784,59.66
1747623709980,59.7
1747623709980,59.7
1747623776425,59.66
1747623776425,59.66
1747623843730,59.69
1747623843730,59.69
1747623911510,59.67
1747623911520,59.67
1747624045683,59.69
1747624045683,59.69
1747624113000,59.68
1747624113100,59.68
1747624180320,59.7
1747624180320,59.7
1747624247647,59.67
1747624247647,59.67
1747624314954,59.72
1747624314954,59.72
1747624382297,59.74
1747624382297,59.74
1747624449586,59.73
1747624449586,59.73
1747624516905,59.69
1747624516905,59.69
1747624584222,59.74
1747624584222,59.74
1747624651544,59.7
1747624651544,59.7
1747624717922,59.73
1747624717923,59.73
1747624785313,59.7
1747624785313,59.7
1747624852559,59.71
1747624852559,59.71
1747624919882,59.74
1747624919883,59.74
1747624987201,59.75
1747624987201,59.75
1747625054511,59.75
1747625054512,59.75
1747625128111,59.69
1747625128111,59.69
1747625195421,59.71
1747625195421,59.71
1747625262747,59.71
1747625262747,59.71
1747625330610,59.75
1747625330610,59.75
1747625397376,59.69
1747625397376,59.69
1747625464685,59.71
1747625464685,59.71
1747625532600,59.75
1747625532700,59.75
1747625599326,59.75
1747625599326,59.75
1747625666635,59.71
1747625666635,59.71
1747625733956,59.71
1747625733956,59.71
1747625801271,59.7
1747625801271,59.7
1747625868585,59.73
1747625868586,59.73
1747625935905,59.72
1747625935905,59.72
1747626003260,59.74
1747626003260,59.74
1747626070576,59.7
1747626070576,59.7
1747626137888,59.69
1747626137888,59.69
1747626205204,59.7
1747626205204,59.7
1747626272529,59.75
1747626272530,59.75
1747626339841,59.73
1747626339841,59.73
1747626407157,59.71
1747626407157,59.71
1747626474474,59.72
1747626474474,59.72
1747626541795,59.68
1747626541795,59.68
1747626609105,59.69
1747626609105,59.69
1747626676419,59.71
1747626676420,59.71
1747626743742,59.75
1747626743743,59.75
1747626811530,59.67
1747626811540,59.67
1747626878377,59.68
1747626878377,59.68
1747626945691,59.68
1747626945691,59.68
1747627013900,59.69
1747627013900,59.69
1747627080484,59.7
1747627080488,59.7
1747627147638,59.71
1747627147638,59.71
1747627214956,59.73
1747627214956,59.73
1747627282268,59.72
1747627282270,59.72
1747627349594,59.68
1747627349594,59.68
1747627416910,59.7
1747627416910,59.7
1747627484221,59.71
1747627484221,59.71
1747627551540,59.71
1747627551540,59.71
1747627618858,59.69
1747627618859,59.69
1747627686169,59.69
1747627686172,59.69
1747627753496,59.7
1747627753496,59.7
1747627820809,59.65
1747627820809,59.65
1747627888134,59.66
1747627888135,59.66
1747627955457,59.71
1747627955458,59.71
1747628022766,59.65
1747628022766,59.65
1747628090890,59.7
1747628090890,59.7
1747628224721,59.69
1747628224721,59.69
1747628292370,59.68
1747628292370,59.68
1747628359351,59.67
1747628359351,59.67
1747628426668,59.65
1747628426669,59.65
1747628493981,59.66
1747628493981,59.66
1747628561305,59.64
1747628561305,59.64
1747628628624,59.67
1747628628624,59.67
1747628695942,59.68
1747628695942,59.68
1747628763250,59.67
1747628763251,59.67
1747628830570,59.65
1747628830570,59.65
1747628897890,59.67
1747628897890,59.67
1747628965202,59.68
1747628965202,59.68
1747629099835,59.66
1747629099835,59.66
1747629167140,59.69
1747629167140,59.69
1747629234465,59.71
1747629234465,59.71
1747629301800,59.71
1747629301804,59.71
1747629369102,59.69
1747629369102,59.69
1747629435492,59.66
1747629435492,59.66
1747629502801,59.68
1747629502801,59.68
1747629570126,59.67
1747629570126,59.67
1747629637442,59.71
1747629637442,59.71
1747629704782,59.71
1747629704782,59.71
1747629772102,59.67
1747629772102,59.67
1747629839412,59.64
1747629839415,59.64
1747629906725,59.67
1747629906725,59.67
1747629974530,59.69
1747629974530,59.69
1747630041370,59.66
1747630041371,59.66
1747630108691,59.68
1747630108691,59.68
1747630176600,59.67
1747630176600,59.67
1747630243325,59.66
1747630243325,59.66
1747630310636,59.66
1747630310636,59.66
1747630377957,59.68
1747630377960,59.68
1747630445268,59.66
1747630445268,59.66
1747630512593,59.64
1747630512596,59.64
1747630579898,59.66
1747630579899,59.66
1747630647223,59.63
1747630647223,59.63
1747630714533,59.64
1747630714533,59.64
1747630781858,59.65
1747630781858,59.65
1747630849163,59.63
1747630849164,59.63
1747630916488,59.62
1747630916489,59.62
1747630983811,59.65
1747630983811,59.65
1747631051123,59.68
1747631051123,59.68
1747631118438,59.65
1747631118438,59.65
1747631185751,59.68
1747631185751,59.68
1747631253720,59.64
1747631253730,59.64
1747631320387,59.67
1747631320388,59.67
1747631387701,59.66
1747631387702,59.66
1747631455160,59.62
1747631455160,59.62
1747631522501,59.64
1747631522501,59.64
1747631589653,59.67
1747631589653,59.67
1747631656973,59.65
1747631656973,59.65
1747631724282,59.64
1747631724288,59.64
1747631791603,59.69
1747631791603,59.69
1747631858911,59.65
1747631858911,59.65
1747631926235,59.66
1747631926236,59.66
1747631993559,59.69
1747631993560,59.69
1747632060880,59.63
1747632060880,59.63
1747632128195,59.67
1747632128195,59.67
1747632195507,59.65
1747632195507,59.65
1747632262823,59.64
1747632262824,59.64
1747632330149,59.69
1747632330151,59.69
1747632397458,59.65
1747632397458,59.65
1747632464776,59.69
1747632464778,59.69
1747632532920,59.65
1747632532920,59.65
1747632599410,59.65
1747632599411,59.65
1747632666728,59.71
1747632666728,59.71
1747632734510,59.7
1747632734520,59.7
1747632801357,59.7
1747632801357,59.7
1747632868672,59.7
1747632868674,59.7
1747632935989,59.71
1747632935990,59.71
1747633003314,59.68
1747633003314,59.68
1747633070630,59.7
1747633070630,59.7
1747633137942,59.7
1747633137942,59.7
1747633272579,59.7
1747633272579,59.7
1747633339900,59.68
1747633339900,59.68
1747633407236,59.7
1747633407237,59.7
1747633474550,59.7
1747633474550,59.7
1747633541864,59.7
1747633541864,59.7
1747633609188,59.7
1747633609188,59.7
1747633676499,59.72
1747633676499,59.72
1747633743821,59.72
1747633743821,59.72
1747633810217,59.69
1747633810218,59.69
1747633877522,59.72
1747633877523,59.72
1747633944846,59.7
1747633944846,59.7
1747634012157,59.69
1747634012157,59.69
1747634079493,59.74
1747634079496,59.74
1747634146803,59.67
1747634146803,59.67
1747634214117,59.71
1747634214117,59.71
1747634281437,59.72
1747634281437,59.72
1747634348750,59.68
1747634348750,59.68
1747634416690,59.7
1747634416690,59.7
1747634483383,59.75
1747634483383,59.75
1747634550701,59.72
1747634550701,59.72
1747634618150,59.72
1747634618150,59.72
1747634685344,59.72
1747634685348,59.72
1747634752649,59.77
1747634752649,59.77
1747634819973,59.74
1747634819982,59.74
1747634887282,59.76
1747634887282,59.76
1747634954596,59.75
1747634954597,59.75
1747635021911,59.75
1747635021912,59.75
1747635089232,59.77
1747635089233,59.77
1747635156541,59.77
1747635156541,59.77
1747635223861,59.76
1747635223861,59.76
1747635291191,59.77
1747635291191,59.77
1747635358495,59.79
1747635358496,59.79
1747635425817,59.76
1747635425819,59.76
1747635493123,59.77
1747635493123,59.77
1747635560451,59.74
1747635560453,59.74
1747635627768,59.78
1747635627768,59.78
1747635695800,59.8
1747635695800,59.8
1747635762411,59.8
1747635762411,59.8
1747635829728,59.78
1747635829728,59.78
1747635897270,59.81
1747635897270,59.81
1747635964350,59.8
1747635964350,59.8
1747636031675,59.8
1747636031675,59.8
1747636098985,59.81
1747636098986,59.81
1747636166304,59.81
1747636166306,59.81
1747636233619,59.8
1747636233619,59.8
1747636300940,59.8
1747636300940,59.8
1747636368260,59.8
1747636368260,59.8
1747636435573,59.82
1747636435573,59.82
1747636502890,59.86
1747636502890,59.86
1747636570222,59.82
1747636570222,59.82
1747636637520,59.84
1747636637520,59.84
1747636704840,59.86
1747636704840,59.86
1747636772150,59.84
1747636772151,59.84
1747636839479,59.88
1747636839481,59.88
1747636906788,59.86
1747636906792,59.86
1747636974108,59.83
1747636974108,59.83
1747637041449,59.81
1747637041449,59.81
1747637108759,59.84
1747637108759,59.84
1747637176790,59.86
1747637176800,59.86
1747637243394,59.88
1747637243394,59.88
1747637378310,59.85
1747637378320,59.85
1747637445363,59.86
1747637445363,59.86
1747637512662,59.9
1747637512662,59.9
1747637579985,59.86
1747637579985,59.86
1747637647299,59.89
1747637647299,59.89
1747637714621,59.85
1747637714621,59.85
1747637781931,59.87
1747637781931,59.87
1747637849246,59.91
1747637849247,59.91
1747637916566,59.9
1747637916567,59.9
1747637983887,59.89
1747637983888,59.89
1747638051210,59.89
1747638051210,59.89
1747638118517,59.88
1747638118517,59.88
1747638184910,59.91
1747638184911,59.91
1747638252226,59.9
1747638252227,59.9
1747638386867,59.94
1747638386867,59.94
1747638454191,59.96
1747638454192,59.96
1747638521494,59.98
1747638521494,59.98
1747638595840,59.96
1747638595840,59.96
1747638662411,59.96
1747638662411,59.96
1747638729720,59.96
1747638729720,59.96
1747638797370,59.96
1747638797370,59.96
1747638864354,59.96
1747638864354,59.96
1747638931668,59.99
1747638931669,59.99
1747638998993,60.02
1747638998993,60.02
1747639066310,60.08
1747639066310,60.08
1747639133624,60.04
1747639133624,60.04
1747639201340,60.02
1747639201340,60.02
1747639268263,60.05
1747639268265,60.05
1747639335572,60.08
1747639335572,60.08
1747639402883,60.07
1747639402884,60.07
1747639470251,60.09
1747639470252,60.09
1747639537518,60.12
1747639537520,60.12
1747639604833,60.1
1747639604833,60.1
1747639672156,60.09
1747639672156,60.09
1747639739472,60.13
1747639739472,60.13
1747639806786,60.13
1747639806787,60.13
1747639874106,60.1
1747639874106,60.1
1747639941429,60.12
1747639941429,60.12
1747640008752,60.14
1747640008756,60.14
1747640076650,60.12
1747640076650,60.12
1747640143381,60.09
1747640143381,60.09
1747640210690,60.12
1747640210690,60.12
1747640278800,60.17
1747640278900,60.17
1747640345329,60.14
1747640345329,60.14
1747640412641,60.17
1747640412641,60.17
1747640479963,60.13
1747640479963,60.13
1747640547275,60.17
1747640547276,60.17
1747640614598,60.17
1747640614599,60.17
1747640681942,60.18
1747640681942,60.18
1747640749261,60.14
1747640749261,60.14
1747640816575,60.19
1747640816575,60.19
1747640883891,60.17
1747640883891,60.17
1747640951213,60.18
1747640951214,60.18
1747641018518,60.17
1747641018518,60.17
1747641085835,60.17
1747641085835,60.17
1747641153174,60.21
1747641153174,60.21
1747641220475,60.2
1747641220475,60.2
1747641287794,60.21
1747641287794,60.21
1747641355110,60.25
1747641355110,60.25
1747641422428,60.22
1747641422429,60.22
1747641489739,60.22
1747641489739,60.22
1747641557510,60.22
1747641557510,60.22
1747641624375,60.2
1747641624375,60.2
1747641691696,60.23
1747641691696,60.23
1747641759140,60.24
1747641759140,60.24
1747641826325,60.23
1747641826325,60.23
1747641893635,60.25
1747641893635,60.25
1747641960962,60.28
1747641960962,60.28
1747642028284,60.23
1747642028284,60.23
1747642095593,60.26
1747642095594,60.26
1747642162916,60.26
1747642162916,60.26
1747642230255,60.29
1747642230255,60.29
1747642297549,60.3
1747642297550,60.3
1747642364885,60.33
1747642364885,60.33
1747642432181,60.33
1747642432181,60.33
1747642499498,60.33
1747642499498,60.33
1747642566817,60.32
1747642566817,60.32
1747642634127,60.36
1747642634127,60.36
1747642701445,60.36
1747642701446,60.36
1747642768759,60.39
1747642768759,60.39
1747642836850,60.39
1747642836850,60.39
1747642902475,60.42
1747642902475,60.42
1747642969785,60.4
1747642969785,60.4
1747643037980,60.38
1747643037990,60.38
1747643104411,60.42
1747643104411,60.42
1747643171730,60.38
1747643171730,60.38
1747643239490,60.42
1747643239500,60.42
1747643306370,60.43
1747643306372,60.43
1747643373687,60.41
1747643373687,60.41
1747643441300,60.43
1747643441300,60.43
1747643508319,60.42
1747643508319,60.42
1747643575631,60.42
1747643575632,60.42
1747643643126,60.46
1747643643126,60.46
1747643710274,60.46
1747643710275,60.46
1747643777590,60.47
1747643777590,60.47
1747643844910,60.46
1747643844910,60.46
1747643912236,60.41
1747643912236,60.41
1747643979551,60.44
1747643979551,60.44
1747644046860,60.42
1747644046861,60.42
1747644114196,60.47
1747644114196,60.47
1747644181508,60.43
1747644181512,60.43
1747644248808,60.39
1747644248808,60.39
1747644316121,60.46
1747644316122,60.46
1747644383468,60.49
1747644383468,60.49
